,At1g68450,PDE337,,Pigment Defective Embryo ,NC,ESN,L,"SRL, PIG",Seedling lethal (inferred from pigment defect); Albino to pale yellow embryos,RV,D. Meinke,2011,Unique,2.00E-08,At3g18360,13,Uncertain,,CPT  (1)
,At1g68480,JAG,,Jagged,C,MRP,V,"LEF, FSM","Abnormal leaf, sepal, petal, and stamen morphology",RV,D. Weigel,2004,Unique,3.00E-22,At1g13400,7,C2H2 Zinc Finger Transcription Factor,,
,At1g68530,CER6,POP1; CUT1,Eceriferum,C,MRP,V,"PIG, IST, SRF","Glossy, bright green inflorescence stems; Male sterile unless grown under high humidity",MB,D. Preuss,2000,High,0,At1g25450,,,,
,At1g68540,TKPR2,CCRL2,Tetraketide Alpha-Pyrone Reductase,C,MRP,R,OVP,Abnormal pollen exine layer,RV,M. Legrand,2010,High,1.00E-137,At1g25460,,,,Not Evaluated
,At1g68560,XYL1,TRG1,Xylosidase,NC,MRP,V,"LEF, FSM, STT","Slightly altered silique, trichome, and leaf morphology",RV,J. Sampedro,2002,High,0,At3g45940,,,,
,At1g68640,PAN,,Perianthia,C,MRP,R,FSM,Homeotic floral transformations,TD,E. Meyerowitz,1999,Moderate,7.00E-93,At5g06950,,,,
,At1g68720,TADA,,tRNA Adenosine Deaminase,C,MRP,V,"PIG, GRS, SRF",Delayed growth; Pale green leaves; Reduced fertility,RV,J. Gualberto,2009,Unique,1.00E-16,At5g28050,2.3,Chloroplast tRNA Adenosine Deaminase,,CPT  (2)
,At1g68725,AGP19,,Arabinogalactan-Protein,C,MRP,V,"NLS, PIG, GRS, LEF, IST, SRF","Short hypocotyl and inflorescence stems; Small, rounded, flat rosette leaves; Pale green leaves; Delayed growth; Reduced fertility",RV,A. Showalter,2007,Unique,55,At3g08040,12,Arabinogalactan Protein,,
,At1g68730,AtZR1,,,NC,ESN,S,EMB,Embryo defective,RV,Lorbiecke,2007,Unique,3.00E-16,At5g27280,7,Zinc Finger Protein; Transcriptional Regulation,,
,At1g68765,IDA,,Inflorescence Deficient in Abscission,C,MRP,R,"FSM, HRM",Indehiscent floral organs; Sensitive to ethylene,TD,R. Aalen,2003,Unique,4.00E-06,At3g25655,8,Putative Cell to Cell Signaling Peptide; Floral Abscission Signaling,,
,At1g68800,BRC2,TCP12,Branched,C,MRP,V,ARC,Increased branching,RV,P. Cubas,2007,Unique,6.00E-21,At1g67260,7,TCP Transcription Factor,,
,At1g68890,PHA,,Phylloquinone Absence,C,MRP,V,PIG,Pale green seedlings; High chlorophyll fluorescence,MB; RV,J. Meurer,2006,Unique,8.00E-20,At1g18870,10.1,Menaquinone Biosynthesis; Organellular mRNA Processing,,CPT  (1)
,At1g68990,RPOTm,RPOMT,DNA-Directed RNA Polymerase,C,ESN,G,GEM,Male and female gametophyte defective; Embryo defective (inferred),RV,J. Whelan,2009,High,0,At5g15700,2.1,Mitochondrial Phage-Type RNA Polymerase,MIT  (2),
,At1g69120,AP1,AGL7,Apetala,C,MRP,R,FSM,Homeotic floral transformations,OTH,M. Yanofsky,1992,High,5.00E-107,At1g26310,,,,
,At1g69180,CRC,,Crabs Claw,C,MRP,R,FSM,Abnormal carpel development,MB,D. Smyth,1999,Moderate,2.00E-30,At2g26580,7,Putative YABBY Transcription Factor,,
,At1g69190,cytHPPK/DHPS,,Cytosolic HPPK/DHPS,NC,CND,H,CHS,"Germination sensitive to hydrogen peroxide, mannitol, and salt",RV,D. Van Der Straeten,2007,High,0,At4g30000,,,,
,At1g69270,RPK1,,Receptor-Like Protein Kinase,C,CND,H,HRM,Insensitive to ABA,RV,K. Yamaguchi-Shinozaki,2005,High,7.00E-142,At3g02130,,,,
,At1g69390,AtMinE1,,Arabidopsis Homologue of Bacterial MinE1,C,CLB,C,CUL,"Few, large chloroplasts; No other phenotypes detected",RV,R. Itoh,2009,Unique,2.5,At4g09060,13,Unknown; Role in Plastid Division Site Placement,,CPT  (5)
,At1g69440,AGO7,ZIP,Argonaute,C,MRP,T,MTM,Early vegetative phase change,MB; RV,R. Poethig,2003,High,7.00E-169,At1g48410,,,,
,At1g69490,NAP,,"NAC-Like, Activated by AP3/PI",C,MRP,T,SEN,Severely delayed leaf senescence,RV,S. Gan,2006,Moderate,7.00E-66,At1g61110,,,,
,At1g69500,CYP704B1,,Cytochrome P450,C,MRP,R,OVP,Abnormal pollen exine layer (no reduction in fertility),OTH; RV,D. Preuss,2009,High,2.00E-112,At2g45510,,,,
,At1g69770,CMT3,,Chromomethylase,C,CLB,B,CPR,Decreased CpXpG DNA methylation,MB; RV,S. Jacobsen,2001,High,0,At1g80740,,,,
,At1g69870,NRT1.7,,Nitrate Transporter,C,CND,H,"PRA, CPR, NUT",Sensitive to nitrogen starvation; Elevated nitrogen levels in leaves; Reduced nitrogen transport,RV,Y. Tsay,2009,High,0,At1g27080,,,,
,At1g69935,SHW1,,Short Hypocotyl in White Light,C,MRP,T,"FLT, LIT",Late flowering; Short hypocotyl under continuous light and in the dark,RV,S. Chattopadhyay,2008,Unique,3.00E-19,At4g33780,8,Regulator of Light and ABA Signaling,,
,At1g69940,PPME1,,Pollen Pectin Methylesterase,C,ESN,G,MGD,Abnormal pollen tube growth (no effect on fertility),RV,V. Citovsky,2006,High,0,At5g07410,10.4,Pectin Methylesterase,,
,At1g70070,ISE2,PDE317; EMB25;,Increased Size Exclusion Limit,C,ESN,S,"EMB, W:SRL, W:PIG",Null: Embryo defective; Cotyledon; Knockdown: Seedling lethal; Albino,TD,P. Zambryski; D. Meinke,2003,Moderate,3.00E-72,At3g46960,2.2,DEAD Box Helicase; Putative RNA Binding Protein,,
,At1g70170,MMP,,Matrix Metalloproteinase,NC,MRP,T,"FLT, SEN",Late flowering; Early senescence,TD,K. Dietz,2002,High,3.00E-145,At1g24140,,,,
,At1g70210,CYCD1;1,,Cyclin D1;1,NC,MRP,V,GER,Delayed germination,RV,J. Murray,2005,Moderate,2.00E-47,At2g22490,,,,
,At1g70460,RHS10,,Root Hair Specific,C,CLB,C,RTH,Long root hairs,RV,H. Cho,2009,Moderate,0,At1g23540,,,,
,At1g70560,TIR2,,Transport Inhibitor Response,C,MRP,V,"ROT, RTH, CHS",Few lateral roots; Reduced root gravitropism; Short root hairs; Resistant to NPA (inhibitor of polar auxin transport),MB; RV,M. Estelle,2009,High,5.00E-162,At1g23320,,,,
,At1g70910,DEP,,Despierto,C,MRP,V,GER,Complete loss of seed dormancy,RV,F. Gubler,2009,Unique,1.00E-17,At1g57730,8,C3HC4 RING-Finger Protein; Putative Role in ABA Signaling,,
,At1g70940,PIN3,,Pin-Formed,C,MRP,V,"ROT, LIT",Abnormal root gravitropism; Abnormal phototropism,RV,K. Palme,2002,High,0,At1g23080,,,,
,At1g71100,RSW10,,Radial Swelling,C,MRP,V,"NLS, ROT",Thick hypocotyl and seedling roots,MB,R. Williamson,2006,High,2.00E-100,At2g01290,,,,
,At1g71230,CSN5B,AJH2,COP9-Signalosome,C,CLB,C,"RTH, LIT, HRM",Abnormal root hair development; Altered response to light and auxin,RV,C. Schwechheimer,2005,High,8.00E-175,At1g22920,,,,
,At1g71270,VPS52,POK; TTD8,Vacuolar Sorting Protein,C,ESN,G,GAM,Male gametophyte defective; Rare embryo defective (inferred),RV,S. Bonhomme,2008,High,0,At1g71300,11.3,Membrane Trafficking,,
,At1g71440,PFI,TFCE,Pfifferling,C,ESN,S,"EMB, CUL",Embryo defective; Preglobular; Enlarged embryo cells and endosperm nuclei,TD,U. Mayer,2002,Unique,4.00E-04,At1g09760,11.1,Tubulin Folding Cofactor E; Regulation of Tubulin Folding and Microtubule Dynamics,,
,At1g71720,PDE338,,Pigment Defective Embryo ,NC,MRP,V,PIG,Pigment defective embryo,RV,D. Meinke,2011,Unique,1.00E-23,At5g30510,2.2,RNA Binding Protein,,CPT  (4)
,At1g71880,SUC1,,Sucrose-Proton Symporter,C,ESN,G,"MGD, NUT",Male gametophyte defective; Homozygotes are viable: Low anthocyanin levels in response to sugar,RV,J. Ward,2008,High,0,At1g71890,11.2,Plasma Membrane Sugar Transporter; Sucrose Signaling,,
,At1g72320,APUM23,,Pumilio,C,MRP,V,"GRS, ROT, LEF, TCM, MPH","Slow growth; Small, serrated, pointed rosette leaves; Short roots without exogenous sucrose; Abnormal leaf venation; Freshly harvested seeds exhibit delayed germination",RV,S. Choi,2010,Unique,2.00E-05,At1g22240,2.3,Nucleolar Protein; Pre-rRNA Processing,,Not Evaluated
,At1g72440,SWA2,EDA25,Slow Walker,C,ESN,G,GEM,Female and male gametophyte defective; Embryo defective,TD; RV,W. Yang,2009,Unique,0.001,At1g79150,12,18S Ribosomal RNA Biogenesis,,
,At1g72560,PSD,,Paused,C,MRP,V,"GRS, ROT, ARC, SRF",Delayed leaf growth; Few lateral roots; Abnormal phyllotaxy; Reduced fertility,MB; RV,X. Chen,2003,Unique,0.012,At5g17020,12,Putative Exportin-t; Nuclear tRNA Export,,
,At1g72770,HAB1,,Homology to ABI1 ,C,CND,H,HRM,Sensitive to ABA,RV,P. Rodriguez,2004,High,0,At1g17550,,,,
,At1g72970,HTH,ACE; EDA17,Hothead,C,MRP,R,"FSM, OVP, SRF",Abnormal sepal development; Fused floral organs; Reduced fertility; Low penetrance of abnormal ovules,MB,R. Pruitt,2003,High,1.00E-160,At1g12570,,,,
,At1g73060,LPA3,,Low Photosystem II Accumulation,C,MRP,V,"PIG, GRS",Slow growth; Pale green,MB,L. Zhang,2010,Unique,5.00E-07,At5g48790,4.1,Photosystem II Assembly,,Not Evaluated
,At1g73177,BNS,,Bonsai,C,MRP,V,IST,Short inflorescence stems,MB,T. Kakutani,2007,Unique,NM,No Match,6.2,Putative Anaphase Promoting Complex Component,,
,At1g73360,HDG11,,Homeodomain Glabrous,C,CLB,C,STT,Severely branched trichomes,RV,T. Takahashi,2006,High,0,At1g17920,,,,
,At1g73590,PIN1,,Pin-Formed,C,MRP,V,"NLS, LEF, IST, ARC, FSM","High penetrance of increased cotyledon number and abnormal cotyledon positioning; Naked, pin-shaped inflorescences; Abnormal leaf and flower number, morphology, and position",TN,K. Palme,1998,High,0,At2g01420,,,,
,At1g73660,,AT6,,C,CND,H,CHS,Resistant to salt,RV,C. Xiang,2007,Moderate,0,At1g18160,,,,
,At1g73720,SMU1,,Suppressors of MEC-8 and UNC-52,C,MRP,V,"GRS, LEF, FSM",Severe dwarf; Small leaves; Absence of flowers,RV,B. Larkins,2009,Unique,1.00E-26,At3g49660,2.3,Putative Auxiliary Spliceosome Protein; Role in Pre-mRNA Splicing,,
,At1g73730,EIL3,SLIM1,Ethylene-Insensitive3-Like3,C,CND,H,NUT,Sensitive to sulfate starvation,MB,H. Takahashi,2006,Moderate,3.00E-108,At3g20770,,,,
,At1g73840,ESP1,,Enhanced Silencing Phenotype,C,MRP,T,FLT,Early flowering,MB,D. Baulcombe,2006,Unique,3.00E-09,At1g71800,2.3,RNA Processing Factor,,
,At1g73990,SPPA1,,Signal Peptide Peptidase,C,CLB,B,"PRA, CPR",Increased non-photochemical quenching; Low anthocyanin levels; No other phenotypes detected,RV,P. Turini,2009,Unique,0.015,At4g19890,5,Plastid Signal Peptide Peptidase; Light-Dependent Protein Degradation,,CPT  (3)
,At1g74030,ENO1,,Enolase,C,CLB,C,"STT, RTH",Distorted trichomes; Decreased root hair density,RV,R. Hausler,2009,High,3.00E-170,At2g36530,10.5,Putative Plastid Phosphoenolpyruvate Enolase,,CPT  (5)
,At1g74260,PUR4,,Purine Biosynthesis,C,ESN,G,"GAM, S:GER, S:NLS, S:MSL",Complete male gametophyte defective; Female gametophyte defective; Heterozygotes: Delayed germination and early development; Low penetrance of chlorosis,RV,F. Bbudar,2008,Unique,0.28,At4g14330,10.1,De Novo Purine Biosynthesis Pathway,MIT  (3),
,At1g74310,HOT1,HSP101,Sensitive to Hot Temperatures,C,CND,P,TMP,Reduced acclimation to high temperature,TD,E. Vierling,2001,Moderate,0,At4g14670,,,,
,At1g74710,SID2,EDS16; ICS1,SA Induction Deficient,C,CND,I,PTH,Susceptible to pathogens,MB; OTH,F. Ausubel,2001,High,0,At1g18870,10.5,Plastidic Isochorismate Synthase; Salicylic Acid Biosynthesis,,CPT  (3)
,At1g74720,QKY,,Quirky,C,MRP,V,"GRS, LEF, IST, ARC, FSM","Dwarf; Twisted leaves, inflorescence stems, and petals; Abnormal floral phyllotaxy",MB; RV,K. Schneitz,2009,Moderate,0,At5g17980,,,,
,At1g74850,PDE343,PTAC2,Pigment Defective Embryo ,C,ESN,L,"SRL, PIG",Seedling lethal (inferred from pigment defect); Albino embryos,RV,R. Oelmuller,2006,Moderate,2.00E-76,At5g02860,2.2,PPR; TPR Domain Protein; Organellular mRNA Processing,,CPT  (4)
,At1g74900,OTP43,,Organelle Transcript Processing,C,ESN,S,"EMB, GER, GRS, LEF, SSC, FLT","Embryo defective; Cotyledon; Very low germination rate; Slow growth; Dwarf; Curled leaves; Late flowering; Abnormal, non-germinating seeds",RV,I. Small,2007,Moderate,3.00E-57,At1g77360,2.2,PPR Protein; Mitochondrial Splicing; Organellular mRNA Processing,MIT  (1),
,At1g74920,ALDH10A8,,Aldehyde Dehydrogenase,NC,CND,P,"WAT, CHS","Sensitive to drought, salt, and mannitol",RV,D. Bartels,2011,High,0,At3g48170,,,,Not Evaluated
,At1g74960,FAB1,KAS2,Fatty Acid Biosynthesis,C,ESN,S,"EMB, W:PRA, W:TMP",Null: Embryo lethal; Preglobular / Globular; Knockdown: Elevated 16:0 fatty acid levels; Sensitive to low temperature,OTH,J. Browse,2002,Moderate,1.00E-118,At5g46290,10.1,Ketoacyl-Acyl Carrier Protein Synthase; Fatty Acid Metabolism,,CPT  (4)
,At1g74970,TWN3,,Twin,NC,ESN,S,EMB,Embryo defective; Cotyledon; Twin embryos,TD,D. Meinke,2004,Unique,4.00E-16,At3g49080,3.1,Chloroplast Ribosomal Protein S9,,CPT  (3)
,At1g75010,ARC3,,Accumulation and Replication of Chloroplasts,C,CLB,C,CUL,"Few, large chloroplasts",MB,R. Leech,1999,Unique,1.00E-17,At1g60890,11.1,Z-Ring Accessory Protein; Stromal Plastid Division Machinery Component,,
,At1g75100,JAC1,,J-Domain Protein Required for Chloroplast Accumulation Response,C,CND,P,LIT,Abnormal chloroplast movement under weak blue light and in the dark,MB,M. Wada,2005,Moderate,1.00E-32,At4g12770,,,,
,At1g75350,EMB2184,,Embryo Defective,NC,ESN,S,EMB,Embryo defective; Transition,TD,D. Meinke,2002,Unique,0.47,At2g47390,3.1,Chloroplast Ribosomal Protein L31,,CPT  (4)
,At1g75380,BBD1,,Bifunctional Nuclease in Basal Defense Response,C,CND,I,"PRA, PTH",Susceptible to fungal infection; Low callose levels,RV,J. Shin,2010,High,5.00E-159,At1g19660,,,,
,At1g75500,WAT1,,Walls Are Thin,NC,CND,P,LIT,Short inflorescences and decreased secondary cell wall thickness under short days,UNK,D. Goffner,2010,High,3.00E-110,At3g53210,,,,Not Evaluated
,At1g75540,LHUS,BBX21; STH2,Long Hypocotyl Under Shade,C,CND,P,LIT,Long hypocotyl under shadelight,TD; RV,J. Botto,2010,Moderate,2.00E-37,At4g39070,,,,Not Evaluated
,At1g75660,XRN3,,Exoribonuclease,NC,ESN,S,"EMB, W:LEF, W:FLT","Null: Embryo lethal; Knockdown: Crinkled, rounded leaves; Late flowering",RV,A. Mallory,2007,High,0,At5g42540,2.3,PTGS Suppressor; Nuclear Degradation of Aberrant RNAs,,
,At1g75820,CLV1,FLO5; FAS3,Clavata,C,MRP,V,"LEF, IST, ARC, FSM",Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,MB,E. Meyerowitz,1997,High,0,At5g65700,,,,
,At1g75950,ASK1,SKP1A; UIP1,Arabidopsis SKP1-Like,C,MRP,R,SRF,Male sterile; Defective in homolog separation,TN,H. Ma,1999,Moderate,3.00E-62,At5g42190,,,,
,At1g76030,VHA-B1,,Vacuolar H(+)-ATPase,C,CND,H,NUT,Insensitive to glucose,RV,J. Sheen,2006,High,0,At1g20260,,,,
,At1g76060,EMB1793,,Embryo Defective,C,ESN,S,EMB,Embryo defective; Preglobular / Globular,TD,D. Meinke,2002,Unique,0.28,At3g51560,13,Uncertain; Complex 1 LYR Motif,,
,At1g76260,DWA2,,DWD Hypersensitive to ABA,C,CND,H,"HRM, CHS",Sensitive to ABA and salt,RV,X. Deng,2010,High,1.00E-168,At1g20540,,,,Not Evaluated
,At1g76420,CUC3,,Cup Shaped Cotyledon,C,MRP,V,NLS,Partially fused cotyledons,MB; RV,M. Tasaka,2006,Moderate,6.00E-64,At2g24430,,,,
,At1g76490,HMG1,HMGR1,Hydroxy Methylglutaryl CoA Reductase,C,MRP,V,"GRS, SRF, SEN",Dwarf; Completely sterile; Early senescence,RV,T. Muranaka,2004,High,0,At2g17370,,,,
,At1g76620,PDE339,,Pigment Defective Embryo ,NC,MRP,V,PIG,Pigment defective embryo,RV,D. Meinke,2011,High,2.00E-150,At1g21060,13,Unknown,,CPT  (1)
,At1g77080,MAF1,FLM; AGL27,MADS Affecting Flowering,C,MRP,V,"GRS, FLT, S:FLT",Dwarf; Early flowering; Heterozygotes: Early flowering,RV,R. Amasino,2001,Moderate,5.00E-65,At5g65060,,,,
,At1g77140,VPS45,,Vacuolar Sorting Protein,C,ESN,G,"GAM, W:GRS",Null: Complete male gametophyte defective; Female gametophyte defective; Knockdown: Severe dwarf,RV,D. Bassham,2009,Unique,1.00E-27,At1g02010,11.3,Vacuolar Sorting Receptor Recycling,,
,At1g77180,SKIP,,,C,MRP,V,"GRS, SRF",Dwarf; Reduced fertility,RNAi,C. Soo Kim,2009,Unique,2,At5g45140,7,SNWÚ SKIP Protein; Transcriptional Co-Regulator,,Not Evaluated
,At1g77300,EFS,CCR1; SDG8,Early Flowering in Short Days,C,MRP,V,ARC,Increased branching,MB,B. Pogson,2009,Moderate,7.00E-52,At1g76710,,,,
,At1g77390,TAM1,DYP; CYCA1; CYCA1;2,Tardy Asynchronous Meiosis,C,MRP,R,OVP,Abnormal pollen tetrad formation (no reduction in fertility); Delayed meiotic cell divisions,MB,M. Yang,2004,High,6.00E-120,At1g44110,,,,
,At1g77470,EMB2810,RFC5,Embryo Defective,C,ESN,S,"EMB, W:GRS, W:LEF, W:FSM, W:SRF, W:HRM, W:PTH",Null: Embryo defective; Preglobular; Knockdown: Dwarf; Narrow leaves and petals; Reduced fertility; Sensitive to SA; Resistant to disease,RV,D. Meinke,2009,Moderate,5.00E-51,At1g21690,1,DNA Replication Factor; DNA Replication,,
,At1g77490,tAPX,,Thylakoidal Ascorbate Peroxidase,C,CND,H,CHS,Elevated hydrogen peroxide levels under photooxidative stress,RV,S. Shigeoka,2009,Moderate,4.00E-125,At4g08390,10.5,Thylakoid Ascorbate Peroxidase; Detoxifies H2O2 ,,CPT  (4)
,At1g77860,KOM,,Kompeito,NC,MRP,R,OVP,Abnormal pollen exine layer,MB,K. Okada,2002,Moderate,4.00E-62,At2g29050,,,,
,At1g78000,SEL1,SULTR1;2,Selenate Resistant,C,CLB,B,"CPR, MCH",Reduced sulfate transport in roots; Resistant to selenate,MB,J. Davies,2002,High,0,At1g22150,,,,
,At1g78240,TSD2,QUA2,Tumorous Shoot Development,C,ESN,L,"SRL, LEF, MSL",Incomplete penetrance of rosette lethality; Tumor-like tissue develops instead of leaves and inflorescences,MB,T. Schmulling,2007,High,0,At1g13860,,,,
,At1g78290,SRK2C,,SNF1-Related Protein Kinase,C,CND,P,WAT,Root growth sensitive to drought,RV,K. Shinozaki,2004,High,2.00E-137,At4g33950,,,,
,At1g78390,NCED9,,Nine-Cis-Epoxycarotenoid Dioxygenase,C,CLB,B,"PRA, CHS",Low ABA levels; Germination resistant to paclobutrazol (inhibitor of GA synthesis),RV,A. Marion-Poll,2006,Moderate,0,At3g14440,10.5,ABA Biosynthesis; Cleavage of 9-Cis-Epoxycarotenoids,,CPT  (2)
,At1g78570,RHM1,ROL1,Rhamnose Biosynthesis,C,MRP,V,"NLS, ROT, STT, RTH",Abnormal cotyledon growth; Slightly shorter roots and root hairs; Deformed trichomes,MB,M. Klein,2008,High,0,At3g14790,,,,
,At1g78580,TPS1,,Trehalose-6-Phosphate Synthase,C,ESN,S,EMB,Embryo defective; Cotyledon,TN,I. Graham,2002,Moderate,0,At1g16980,10.5,Trehalose-6-Phosphate Synthase 1,,
,At1g78590,NADK3,,NAD(H) Kinase,C,CND,H,"HRM, CHS","Germination sensitive to ABA, salt, and mannitol; Seedling growth sensitive to oxidative stress",RV,X. Wang,2006,Unique,0.023,At1g21640,10.5,Cytoplasmic NADH Kinase; NADPH Biosynthesis,,
,At1g78630,EMB1473,,Embryo Defective,NC,ESN,S,EMB,Embryo defective; Globular,TD,D. Meinke,2002,Unique,1.00E-15,At3g01790,3.1,Chloroplast Ribosomal Protein L13,,CPT  (4)
,At1g78770,APC6,NOMEGA; CDC16,Anaphase-Promoting Complex,C,ESN,G,GEM,Female gametophyte defective; Embryo defective (inferred),TD,V. Sundaresan,2003,Unique,6.00E-10,At3g04240,5,Anaphase Promoting Complex Subunit,,
,At1g78870,UBC13A,,Ubiquitin Conjugating Enzyme,NC,CND,H,NUT,Abnormal root hair growth in response to iron starvation,RV,W. Schmidt,2010,High,9.00E-82,At1g16890,,,,Not Evaluated
,At1g78900,VHA-A,,Vacuolar ATP Synthase Subunit,C,ESN,G,GAM,Complete male gametophyte defective; Female gametophyte defective,RV,K. Schumacher,2005,Unique,5.00E-26,At5g08690,11.2,Vacuolar Proton Pump,,
,At1g79000,HAC1,,Histone Acetyltransferase CBP Family,C,MRP,V,"ROT, SRF, FLT",Short primary root; Reduced fertility; Late flowering,RV,X. Cao,2007,High,0,At1g16710,,,,
,At1g79040,PsbR,,Photosystem II Subunit R,NC,CLB,B,CPR,Slightly decreased oxygen evolution in thylakoids; No other phenotypes detected under standard or low light conditions,RV,E. Aro,2006,Unique,2.4,At5g28080,9,Photosystem II Subunit,,CPT  (4)
,At1g79230,STR1,MST1; RDH1; ST1,Sulfurtransferase,C,ESN,S,EMB,Embryo defective; Cotyledon,RV,Zhang,2010,High,1.00E-152,At1g16460,10.5,Mitochondrial Sulfurtransferase 1,MIT  (2),
,At1g79280,NUA,AtTPR,Nuclear Pore Anchor,C,MRP,V,"LEF, IST, ARC, FSM, SRF, FLT","Short inflorescence stems; Small rosette leaves; Abnormal phyllotaxy; Abnormal stamen, petal, and silique development; Reduced fertility; Very early flowering",RV,I. Meier,2007,Unique,1.6,At3g52115,12,Nuclear Pore Complex Subunit; Nuclear mRNA Export,,
,At1g79350,EMB1135,,Embryo Defective,NC,ESN,S,EMB,Embryo defective; Cotyledon,TD,D. Meinke,2004,Unique,1.00E-06,At3g01460,7,DNA-Binding Protein; Putative Transcription Factor,,
,At1g79440,SSADH1,ALDH5F1,Succinic Semialdehyde Dehydrogenase,C,MRP,V,"NLS, GRS, LEF, MSL, SRF, TMP, LIT","Dwarf; Short hypocotyl; Necrotic lesions; Small, bleached leaves; Few flowers; Sensitive to high temperature and UV light",RV,H. Fromm,2003,High,3.00E-91,At3g48000,10.5,Succinic Semialdehyde Dehydrogenase; Constituent of GABA Shunt; Biosynthesis of Succinate from GABA,MIT  (5),
,At1g79460,GA2,KS1,GA Deficient,C,MRP,V,"GER, PIG, GRS, SRF",Very low germination rate; Severe dwarf; Dark green; Sterile,OTH,Y. Kamiya,1998,High,4.00E-82,At1g61120,10.2,Ent-Kaurene Synthase; GA Biosynthesis,,CPT  (2)
,At1g79490,EMB2217,,Embryo Defective,NC,ESN,S,EMB,Embryo defective; Globular,TD,D. Meinke,2004,Moderate,3.00E-46,At1g18900,2.2,PPR Protein; Organellular mRNA Processing,,
,At1g79560,EMB1047,FTSH12,Embryo Defective,C,ESN,S,EMB,Embryo defective; Globular,TD,D. Meinke,2002,Moderate,1.00E-73,At1g50250,5,AAA ATPase Protein; Chloroplast FtsH-Like Protease,,CPT  (1)
,At1g79580,SMB,ANAC033,Sombrero,C,CLB,C,TCM,Abnormal root cap cell morphology,MB; RV,B. Scheres,2008,Moderate,4.00E-57,At1g33280,,,,Not Evaluated
,At1g79650,RAD23B,,Radiation Sensitive,C,MRP,V,"GRS, ROT, IST, ARC, SRF",Slow growth; Abnormal phyllotaxy; Short roots and inflorescence stems; Few lateral roots; Reduced fertility,RV,R. Vierstra,2010,High,2.00E-144,At1g16190,,,,Not Evaluated
,At1g79810,PEX2,TED3,Peroxisomal Protein,C,ESN,S,EMB,Embryo defective; Transition,OTH,J. Hu,2007,Unique,5.00E-04,At2g22010,11.1,Peroxisomal Protein; Putative Role in Photomorphogenic Pathway,,
,At1g79840,GL2,,Glabra,C,CLB,C,"STT, RTH",Abnormal trichome and root hair development,TD,D. Marks,1994,High,5.00E-147,At4g04890,,,,
,At1g79850,ORE4,PRPS17,Oresara,C,MRP,V,"PIG, SEN",Pigment defective embryo; Delayed leaf senescence,TD,H. Nam,2002,Unique,3.00E-05,At1g49400,3.1,Chloroplast Ribosomal Protein S17,,CPT  (4)
,At1g79940,AtERDJ2A,,,C,ESN,G,GEM,Male gametophyte defective; Embryo defective (inferred),RV,S. Nishikawa,2008,High,0,At4g21180,4.2,ER J Domain Protein; Protein Translocation,,
,At1g80070,SUS2,EMB177; EMB14; EMB33,Abnormal Suspensor,C,ESN,S,EMB,Embryo defective; Globular; Abnormal suspensor,TD,D. Meinke,2002,High,0,At4g38780,2.3,PRP8 Splicing Factor; Spliceosome Subunit,,
,At1g80080,TMM,RLP17,Too Many Mouths,C,CLB,C,STT,Abnormal stomatal patterning,MB,F. Sack,2002,Moderate,3.00E-55,At2g42800,,,,
,At1g80100,AHP6,,Arabidopsis Histidine Phosphotransfer Protein,C,CLB,C,"TCM, HRM",Sporadic protoxylem differentiation along the root; No other seedling phenotypes detected; Root growth insensitive to cytokinin,MB; RV,Y. Helariutta,2006,Unique,1.00E-23,At1g03430,8,Cytokinin Signaling,,
,At1g80260,EMB1427,GCP5,Embryo Defective,C,ESN,S,EMB,Embryo defective; Cotyledon,TD,D. Meinke,2002,High,0,At1g20570,11.1,Gamma Tubulin; Microtubule Nucleation,,
,At1g80350,FRA2,BOT1; ERH3; KTN1,Fragile Fiber,C,MRP,V,"NLS, GRS, ROT, LEF, FSM, SRF, MEC",Dwarf; Short hypocotyl; Small rosette; Short roots; Small flowers; Reduced fertility; Fragile inflorescence stems,MB,Z. Ye,2001,Moderate,7.00E-70,At2g34560,,,,
,At1g80380,GLYK,,D-Glycerate 3-Kinase,C,ESN,L,SRL,Seedling lethal under ambient air; Dwarf under elevated CO2,RV,H. Bauwe,2005,Unique,0.67,At1g32060,10.5,D-Glycerate 3-Kinase; Photorespiratory C2 Cycle,,CPT  (4)
,At1g80410,EMB2753,FEY,Embryo Defective,NC,ESN,G,EMG,Embryo defective; Gametophyte defective (inferred),TD,D. Meinke,2004,Unique,7.00E-06,At5g56290,4.1,N-Terminal Acetyltransferase; Proposed Role in Protein Modification,,
,At1g80420,XRCC1,,,NC,CND,P,MPH,Sensitive to gamma rays,RV,C. White,2010,Unique,0.002,At1g67180,1,DNA Repair Protein,,Not Evaluated
,At1g80680,SAR3,MOS3; PRE,Suppressor of Auxin Resistance,C,MRP,V,"ROT, IST, FSM, FLT",Short roots; Few lateral roots; Thick inflorescence stems; Small floral buds and siliques; Early flowering,MB; RV,M. Estelle,2006,Moderate,5.00E-39,At1g10390,12,Nuclear Pore Complex Subunit,,
,At1g80760,NIP6;1,,NOD26-Like Intrinsic Protein,C,CND,H,NUT,Young leaf growth sensitive to limited and elevated boron,RV,T. Fujiwara,2008,High,2.00E-90,At4g10380,,,,
